NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.701158e-06,-5.226656e-06,-6.298669e-06,-7.413319e-06,-8.429992e-06,-9.132294e-06,-9.554188e-06,-9.598447e-06,-9.326731e-06,-8.667842e-06,-7.685358e-06,-6.325966e-06,-4.661764e-06,-2.661039e-06,-4.097339e-07,2.100532e-06,4.769219e-06,7.584153e-06,1.043394e-05,1.329177e-05,1.604153e-05,1.864948e-05,2.10029e-05,2.307005e-05,2.474963e-05,2.601953e-05,2.679703e-05,2.707694e-05,2.680149e-05,2.598758e-05,2.460553e-05,2.26958e-05,2.025742e-05,1.7354e-05,1.401125e-05,1.031209e-05,6.304029e-06,2.083556e-06,-2.285975e-06,-6.701574e-06,-1.109186e-05,-1.535599e-05,-1.942249e-05,-2.320049e-05,-2.662552e-05,-2.962415e-05,-3.214501e-05,-3.413773e-05,-3.556751e-05,-3.641027e-05,-3.66492e-05,-3.628757e-05,-3.532385e-05,-3.378542e-05,-3.167913e-05,-2.905202e-05,-2.59134e-05,-2.233323e-05,-1.833382e-05,-1.405042e-05,-9.59273e-06,-5.311979e-06,-1.586452e-06,8.776967e-07,1.812391e-06,1.744093e-06,3.533012e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.738767e-05,-1.932318e-05,-2.332003e-05,-2.747463e-05,-3.127582e-05,-3.38969e-05,-3.544439e-05,-3.558506e-05,-3.452652e-05,-3.203823e-05,-2.832408e-05,-2.322583e-05,-1.697144e-05,-9.490727e-06,-1.056143e-06,8.309667e-06,1.828739e-05,2.877133e-05,3.940778e-05,5.003027e-05,6.027496e-05,6.994412e-05,7.869317e-05,8.632524e-05,9.254505e-05,9.718654e-05,0.0001000315,0.0001009705,9.988411e-05,9.673845e-05,9.152599e-05,8.429561e-05,7.51537e-05,6.422804e-05,5.172973e-05,3.78519e-05,2.2894e-05,7.093373e-06,-9.185673e-06,-2.568929e-05,-4.201715e-05,-5.793025e-05,-7.302128e-05,-8.709646e-05,-9.976821e-05,-0.0001109157,-0.0001201924,-0.0001275718,-0.0001327613,-0.0001358423,-0.0001365795,-0.0001351667,-0.0001314139,-0.0001256178,-0.000117607,-0.0001077654,-9.591509e-05,-8.254358e-05,-6.750607e-05,-5.156001e-05,-3.487095e-05,-1.903895e-05,-5.211575e-06,3.690614e-06,7.181141e-06,6.666975e-06,1.345959e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.458621e-05,-3.846765e-05,-4.651378e-05,-5.492228e-05,-6.259522e-05,-6.784028e-05,-7.087171e-05,-7.102895e-05,-6.874807e-05,-6.35742e-05,-5.593051e-05,-4.550258e-05,-3.27586e-05,-1.755978e-05,-4.631135e-07,1.848368e-05,3.863039e-05,5.97636e-05,8.11656e-05,0.0001025019,0.000123036,0.0001423723,0.0001598153,0.0001749733,0.0001872523,0.0001963241,0.0002017516,0.0002033233,0.0002008019,0.0001941288,0.0001832928,0.0001684023,0.000149676,0.0001273812,0.0001019468,7.377071e-05,4.345789e-05,1.149441e-05,-2.138592e-05,-5.466536e-05,-8.754009e-05,-0.0001195242,-0.0001498021,-0.0001779808,-0.0002032869,-0.0002254762,-0.0002438601,-0.0002583857,-0.0002684744,-0.000274292,-0.0002753765,-0.0002721201,-0.0002641531,-0.0002520744,-0.0002355529,-0.0002153638,-0.0001911651,-0.0001639436,-0.0001334331,-0.0001011798,-6.757123e-05,-3.588422e-05,-8.50077e-06,8.727168e-06,1.497439e-05,1.350667e-05,2.683218e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.224144e-05,-5.817923e-05,-7.061537e-05,-8.373141e-05,-9.566491e-05,-0.0001037005,-0.0001081494,-0.0001080447,-0.0001040942,-9.563866e-05,-8.335079e-05,-6.677312e-05,-4.664147e-05,-2.276343e-05,3.990556e-06,3.352908e-05,6.483895e-05,9.75762e-05,0.0001306256,0.0001634621,0.0001949458,0.0002244639,0.0002509443,0.0002737871,0.0002920817,0.0003053336,0.0003128789,0.0003144079,0.0003095691,0.0002982935,0.000280581,0.0002566233,0.0002267744,0.0001914716,0.0001513916,0.0001071724,5.975953e-05,9.923197e-06,-4.119739e-05,-9.278797e-05,-0.000143607,-0.0001928947,-0.0002393984,-0.0002825075,-0.0003210414,-0.000354624,-0.0003822118,-0.0004037291,-0.0004183077,-0.0004262119,-0.0004267577,-0.0004205602,-0.0004070812,-0.000387255,-0.0003606047,-0.0003283374,-0.0002899671,-0.0002470392,-0.0001992125,-0.0001489406,-9.697477e-05,-4.854555e-05,-7.554333e-06,1.704439e-05,2.462156e-05,2.101183e-05,4.073173e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.723661e-05,-7.509148e-05,-9.185482e-05,-0.0001098123,-0.0001260554,-0.0001366811,-0.0001421076,-0.0001411197,-0.0001347875,-0.0001223017,-0.000104638,-8.12288e-05,-5.310688e-05,-2.005502e-05,1.672481e-05,5.70681e-05,9.95931e-05,0.0001437996,0.0001881831,0.0002320052,0.0002737447,0.0003125536,0.0003470209,0.000376326,0.0003992929,0.0004152514,0.0004233751,0.0004232501,0.0004144835,0.0003969881,0.0003708524,0.0003363399,0.000294022,0.0002444879,0.0001887424,0.0001276342,6.252526e-05,-5.570136e-06,-7.503702e-05,-0.0001448182,-0.0002131718,-0.000279132,-0.0003409527,-0.0003978873,-0.0004482974,-0.0004917707,-0.0005268616,-0.0005535771,-0.0005707131,-0.0005787485,-0.0005767283,-0.0005656136,-0.0005446417,-0.0005152127,-0.0004766426,-0.0004307132,-0.0003767303,-0.0003169692,-0.0002509789,-0.0001823836,-0.000112382,-4.860094e-05,3.406595e-06,3.155867e-05,3.656559e-05,2.842489e-05,5.269234e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.822207e-05,-8.786233e-05,-0.0001091735,-0.0001326563,-0.0001536972,-0.0001667603,-0.0001723668,-0.000169194,-0.0001588678,-0.0001405272,-0.0001155876,-8.341186e-05,-4.544533e-05,-1.461612e-06,4.689453e-05,9.938549e-05,0.0001541485,0.0002105409,0.0002665608,0.0003212936,0.0003727406,0.000419883,0.0004608881,0.0004948079,0.0005201357,0.0005361494,0.0005418076,0.0005367412,0.0005204758,0.0004930797,0.0004546977,0.0004058535,0.0003473002,0.0002799744,0.0002051672,0.0001241363,3.860369e-05,-4.998287e-05,-0.0001396111,-0.0002288036,-0.0003154215,-0.000398132,-0.0004748291,-0.0005444876,-0.0006051743,-0.0006563141,-0.0006962523,-0.0007249676,-0.0007411394,-0.0007453572,-0.0007366368,-0.000716184,-0.000683274,-0.0006396656,-0.000584746,-0.0005207605,-0.0004471246,-0.0003667678,-0.0002795613,-0.0001903855,-0.0001016518,-2.387732e-05,3.464866e-05,5.909169e-05,5.355943e-05,3.579416e-05,6.131385e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.521259e-05,-9.695464e-05,-0.0001246269,-0.0001564903,-0.0001845271,-0.0002003626,-0.0002047405,-0.0001964175,-0.0001780858,-0.0001489999,-0.000111347,-6.451496e-05,-1.060593e-05,5.050288e-05,0.0001165058,0.0001869406,0.0002592719,0.0003325416,0.0004040983,0.0004726717,0.0005356885,0.000591796,0.0006387185,0.0006752501,0.0006996159,0.0007109526,0.0007081595,0.0006908704,0.0006587723,0.0006120832,0.0005513255,0.0004773081,0.0003913548,0.000294788,0.0001896146,7.752637e-05,-3.894343e-05,-0.0001579168,-0.0002765314,-0.000392946,-0.000504193,-0.0006087005,-0.0007036032,-0.0007878102,-0.0008587382,-0.0009159576,-0.0009572917,-0.0009830941,-0.0009916525,-0.0009841658,-0.0009593695,-0.0009192973,-0.0008630113,-0.0007932915,-0.0007093342,-0.0006146015,-0.0005083585,-0.0003951213,-0.0002749989,-0.0001556153,-4.124422e-05,5.194002e-05,0.0001114245,0.0001181441,8.495712e-05,4.552455e-05,6.709687e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.664699e-05,-8.939009e-05,-0.0001048186,-0.0001447949,-0.000193534,-0.0002348609,-0.0002546986,-0.0002544793,-0.0002335628,-0.0001969359,-0.0001442613,-7.936943e-05,-1.776544e-06,8.498751e-05,0.0001808308,0.0002820025,0.0003876523,0.0004937624,0.0005988653,0.0006988685,0.0007919857,0.0008743557,0.0009442209,0.0009982745,0.001035121,0.001052298,0.001049041,0.001023955,0.0009770988,0.0009082803,0.0008184729,0.0007087142,0.0005808537,0.0004370579,0.0002798941,0.0001124495,-6.223645e-05,-0.0002404244,-0.0004189073,-0.0005936089,-0.0007614963,-0.0009184938,-0.001062089,-0.001188515,-0.001296083,-0.00138158,-0.001444385,-0.001482003,-0.001495029,-0.001481743,-0.001444003,-0.001380805,-0.001295225,-0.001186772,-0.001059581,-0.000913394,-0.0007533465,-0.0005794388,-0.0003985704,-0.000212553,-3.374681e-05,0.0001282434,0.0002464632,0.0002978138,0.0002561858,0.0001537564,6.313789e-05,7.027528e-05,0.0001720637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.847188e-05,-9.192927e-05,-0.000116103,-0.000185551,-0.0002725942,-0.0003407401,-0.0003651459,-0.0003502878,-0.0002974727,-0.0002167131,-0.0001086761,1.932949e-05,0.0001673025,0.0003286912,0.0005026482,0.0006823784,0.0008658604,0.001046012,0.001219934,0.001380633,0.001524878,0.001646314,0.001741996,0.00180677,0.001838533,0.001833799,0.001791731,0.001710846,0.001591844,0.001435401,0.001243828,0.001019926,0.0007674817,0.000491171,0.0001959064,-0.0001121995,-0.0004276031,-0.0007432728,-0.001053596,-0.001351201,-0.001631024,-0.001885953,-0.002112068,-0.002303032,-0.002456569,-0.002567517,-0.002635624,-0.00265713,-0.002634004,-0.002563925,-0.002451112,-0.00229452,-0.002100462,-0.00186877,-0.001607558,-0.001317067,-0.001007183,-0.0006787597,-0.0003450764,-1.084738e-05,0.000299964,0.0005670306,0.0007382201,0.0007668058,0.0006056475,0.0003284666,0.0001061831,7.396139e-05,0.0001755398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
