8.805601e-11,3.483337e-10,5.723818e-10,2.26964e-10,2.166946e-12,3.539079e-10,3.586613e-10,1.297179e-10,1.197019e-10,2.671368e-10,2.342587e-10,3.205624e-10,3.226801e-10,6.382928e-11,7.092884e-11,1.880506e-10,1.078206e-10,2.916377e-10,2.86133e-10,5.634359e-11,1.752131e-10,1.830408e-10,1.726849e-10,4.04055e-10,2.932786e-10,2.533406e-10,2.923305e-10,3.705408e-10,4.233614e-10,2.056023e-10,2.244091e-10,3.826705e-10,4.148717e-11,5.177563e-10,2.164821e-11,7.407942e-10,4.850054e-10,2.755189e-11,3.151509e-10,1.488628e-10,2.321506e-10,1.394619e-10,7.161283e-11,4.957432e-10,6.37187e-10,4.077745e-10,8.075717e-11,5.216878e-11,6.913255e-11,2.538122e-11,6.721222e-10,4.652558e-11,2.578015e-10,2.10401e-11,5.018405e-10,8.503618e-10,1.892103e-10,3.487174e-11,4.148781e-10,2.731251e-10
3.708733e-06,3.466722e-06,3.739139e-06,3.535907e-06,3.741282e-06,3.058557e-06,3.338038e-06,2.835842e-06,3.062006e-06,2.781206e-06,3.084338e-06,3.193256e-06,4.141201e-06,4.259513e-06,4.946752e-06,4.674139e-06,5.171012e-06,4.785892e-06,5.231017e-06,4.811835e-06,5.235517e-06,4.80404e-06,5.214559e-06,4.781026e-06,5.185072e-06,4.756382e-06,5.152676e-06,4.730625e-06,5.120262e-06,4.706303e-06,5.088508e-06,4.680311e-06,5.05058e-06,4.650968e-06,5.011482e-06,4.620384e-06,4.969965e-06,4.587241e-06,4.925914e-06,4.551562e-06,4.876934e-06,4.508624e-06,4.818709e-06,4.456528e-06,4.74628e-06,4.374237e-06,4.588489e-06,4.063435e-06,3.883961e-06,2.92759e-06,2.682031e-06,2.331307e-06,2.621086e-06,2.449779e-06,2.73276e-06,2.310659e-06,3.601372e-06,2.75252e-06,3.519916e-06,3.354891e-06
1.230579e-05,1.29553e-05,1.206145e-05,1.201827e-05,1.080058e-05,1.142316e-05,9.876468e-06,1.029269e-05,9.273067e-06,9.760476e-06,9.510142e-06,1.244228e-05,1.520206e-05,1.857442e-05,1.897986e-05,2.062741e-05,2.005392e-05,2.122484e-05,2.038387e-05,2.139908e-05,2.045977e-05,2.140249e-05,2.042265e-05,2.132236e-05,2.032596e-05,2.119804e-05,2.020799e-05,2.106367e-05,2.009074e-05,2.093268e-05,1.998042e-05,2.081178e-05,1.988364e-05,2.069283e-05,1.977904e-05,2.055947e-05,1.965547e-05,2.04014e-05,1.95021e-05,2.020735e-05,1.931244e-05,1.99767e-05,1.908751e-05,1.970673e-05,1.88091e-05,1.931225e-05,1.817092e-05,1.790548e-05,1.51416e-05,1.228071e-05,8.981363e-06,9.266164e-06,8.853633e-06,9.838438e-06,9.921764e-06,1.219358e-05,1.007675e-05,1.281819e-05,1.17641e-05,1.276397e-05
2.003636e-05,1.94163e-05,2.001911e-05,1.922385e-05,1.936732e-05,1.704656e-05,1.739982e-05,1.566804e-05,1.609268e-05,1.527294e-05,1.681967e-05,2.178776e-05,3.238535e-05,3.84013e-05,4.34264e-05,4.423703e-05,4.645189e-05,4.581465e-05,4.726879e-05,4.617592e-05,4.734041e-05,4.605437e-05,4.707812e-05,4.571217e-05,4.667523e-05,4.52956e-05,4.623293e-05,4.487471e-05,4.580505e-05,4.44846e-05,4.540811e-05,4.411705e-05,4.501353e-05,4.374958e-05,4.461007e-05,4.33602e-05,4.416797e-05,4.291871e-05,4.365855e-05,4.239779e-05,4.30509e-05,4.176467e-05,4.231876e-05,4.099712e-05,4.139924e-05,3.984398e-05,3.943551e-05,3.586998e-05,3.084633e-05,2.115769e-05,1.526075e-05,1.337087e-05,1.426446e-05,1.406842e-05,1.51999e-05,1.418681e-05,1.843882e-05,1.647982e-05,1.905845e-05,1.892397e-05
2.503245e-05,2.619509e-05,2.456721e-05,2.439975e-05,2.210384e-05,2.307896e-05,2.018224e-05,2.082518e-05,1.890583e-05,1.973254e-05,2.131159e-05,4.529009e-05,7.732566e-05,0.0001018568,0.0001120446,0.0001200256,0.0001213607,0.0001248476,0.0001237391,0.0001257606,0.0001237062,0.0001250722,0.0001225746,0.0001236174,0.000120929,0.0001218434,0.0001191398,0.000120048,0.0001174249,0.0001183743,0.0001158607,0.0001168509,0.0001144346,0.000115406,0.0001130283,0.0001139203,0.0001115272,0.0001122778,0.0001098131,0.0001103631,0.0001077851,0.0001080978,0.0001053834,0.000105419,0.0001024321,0.0001016084,9.642709e-05,8.948267e-05,7.084871e-05,4.369521e-05,2.077098e-05,1.861734e-05,1.795895e-05,1.982533e-05,2.010014e-05,2.429361e-05,2.062399e-05,2.568067e-05,2.392345e-05,2.57896e-05
2.663237e-05,2.573368e-05,2.662844e-05,2.554767e-05,2.585152e-05,2.259084e-05,2.321148e-05,2.076749e-05,2.149501e-05,2.053114e-05,3.405848e-05,0.0001214321,0.0002481671,0.0003303217,0.0003756494,0.0003963078,0.0004091339,0.0004132128,0.0004170184,0.0004156128,0.0004158583,0.0004119686,0.0004104932,0.0004054133,0.0004031984,0.0003977177,0.0003953715,0.0003899812,0.0003878497,0.0003827824,0.0003809622,0.0003762151,0.0003746003,0.000370041,0.0003684492,0.0003638765,0.000362085,0.0003572811,0.0003550633,0.0003498162,0.0003469627,0.0003411059,0.0003374897,0.0003308862,0.0003259883,0.000316573,0.0003035347,0.0002725067,0.0002104433,0.0001079645,3.279643e-05,1.806986e-05,1.902508e-05,1.85981e-05,2.016088e-05,1.858574e-05,2.467301e-05,2.169004e-05,2.532567e-05,2.507042e-05
2.760427e-05,2.903425e-05,2.705263e-05,2.690379e-05,2.416245e-05,2.55953e-05,2.207561e-05,2.306448e-05,2.060624e-05,2.206284e-05,8.943999e-05,0.0005335208,0.001024239,0.001321949,0.001471,0.001552983,0.001591009,0.001614843,0.001619727,0.001622639,0.001613506,0.001606493,0.001590388,0.001578482,0.001559297,0.001545644,0.00152595,0.001512565,0.00149385,0.001481681,0.001464427,0.001453525,0.001437434,0.001427182,0.001411497,0.001401048,0.001384888,0.001373324,0.001355775,0.001342194,0.00132246,0.001306227,0.001283916,0.001264715,0.00123855,0.001210258,0.001158604,0.001059556,0.0008394179,0.0004466041,8.207762e-05,2.097221e-05,1.971239e-05,2.197194e-05,2.226544e-05,2.74565e-05,2.24854e-05,2.879227e-05,2.639236e-05,2.858915e-05
2.733216e-05,2.622806e-05,2.73567e-05,2.617771e-05,2.672006e-05,2.302551e-05,2.393094e-05,2.119498e-05,2.211764e-05,2.586425e-05,0.0004892839,0.002095596,0.003313076,0.003957694,0.004301596,0.004489345,0.004595611,0.004648142,0.004670645,0.00466659,0.004649725,0.004617064,0.004579913,0.004532916,0.00448674,0.004434634,0.004386873,0.004335608,0.004290613,0.00424307,0.004202253,0.004158614,0.004121039,0.004079653,0.00404316,0.00400161,0.003963594,0.00391922,0.003876976,0.00382718,0.003778345,0.003721365,0.003665099,0.003601111,0.003536707,0.0034566,0.003344787,0.003129307,0.002671491,0.001712848,0.000407642,2.452221e-05,1.954662e-05,1.882611e-05,2.06212e-05,1.849548e-05,2.565817e-05,2.17883e-05,2.598357e-05,2.551834e-05
2.777833e-05,2.945698e-05,2.719181e-05,2.718843e-05,2.407627e-05,2.60327e-05,2.188218e-05,2.367854e-05,1.974138e-05,5.371021e-05,0.002148167,0.005038993,0.006697855,0.007641725,0.008167431,0.008491462,0.008665898,0.00877021,0.008799456,0.008800843,0.008756942,0.008704214,0.008621832,0.008541584,0.008441904,0.008351635,0.008248927,0.008160026,0.008062688,0.007980683,0.007891541,0.007816892,0.007734345,0.007663831,0.007583758,0.007512752,0.00743023,0.007353621,0.007263511,0.007176316,0.007074216,0.006973201,0.006857888,0.006744356,0.00661752,0.006483035,0.006295421,0.005983472,0.005346103,0.004065583,0.001745836,5.193708e-05,1.804819e-05,2.279614e-05,2.216648e-05,2.843521e-05,2.226189e-05,2.951385e-05,2.653921e-05,2.899947e-05
2.711734e-05,2.645712e-05,2.720925e-05,2.64514e-05,2.667609e-05,2.318341e-05,2.370946e-05,2.143839e-05,2.238099e-05,0.0003690467,0.004989215,0.008501372,0.01053112,0.01176015,0.012491,0.01294796,0.01321207,0.01335757,0.01340916,0.01339952,0.01334003,0.01324706,0.01312847,0.01299281,0.01284762,0.01269626,0.0125463,0.01239682,0.01225504,0.01211611,0.01198693,0.01185934,0.01174028,0.01161928,0.01150411,0.01138266,0.01126382,0.01113408,0.01100363,0.01085792,0.01070906,0.01054239,0.01037335,0.01018811,0.01000318,0.009791966,0.009533069,0.009106181,0.008309814,0.006769712,0.003995872,0.0003020641,1.765073e-05,2.038354e-05,1.947052e-05,1.890125e-05,2.53823e-05,2.200475e-05,2.563975e-05,2.579997e-05
