5.198951e-10,4.967428e-10,4.213516e-10,2.027532e-10,5.237777e-10,2.025301e-10,1.795051e-10,2.731033e-10,5.996231e-11,3.18454e-10,1.171369e-09,1.952893e-10,5.037374e-10,7.111495e-10,2.533499e-10,4.740689e-12,2.757445e-10,6.78571e-10,2.230669e-10,7.013219e-10,4.882945e-10,1.48569e-12,4.219893e-10,3.805358e-11,1.201527e-10,2.479102e-10,1.519759e-10,2.193674e-10,7.169998e-10,7.852329e-10,9.910445e-10,5.025506e-10,7.810182e-11,6.582446e-10,1.686617e-09,1.844553e-10,4.244431e-10,9.244021e-10,4.92142e-10,3.922047e-10,1.400603e-10,3.753694e-10,3.497288e-10,5.277434e-11,6.307638e-10,1.402581e-10,4.108171e-10,4.268773e-10
1.937471e-05,1.65747e-05,0.0001237797,9.744635e-05,0.0001518984,8.57035e-05,2.085092e-05,1.625833e-05,2.037086e-05,7.591118e-07,1.416793e-05,2.477195e-06,1.015823e-05,5.273994e-06,6.809001e-06,7.978446e-06,5.760993e-06,1.008486e-05,6.881136e-06,1.159915e-05,8.361873e-06,1.243176e-05,9.482949e-06,1.250385e-05,1.003862e-05,1.189512e-05,1.001361e-05,1.0682e-05,9.57393e-06,9.087812e-06,8.994542e-06,7.704632e-06,8.705906e-06,7.531017e-06,9.071765e-06,9.106281e-06,9.896446e-06,1.139191e-05,9.865783e-06,1.227248e-05,8.145706e-06,2.656073e-05,4.711136e-05,8.117933e-05,7.892447e-05,4.502174e-05,5.671833e-05,4.16542e-05
8.898056e-05,0.0001208473,8.567758e-05,0.0002355083,0.0001655121,0.0002112149,0.000173187,9.600883e-06,1.178752e-05,2.376739e-05,1.651737e-05,1.414127e-05,2.651918e-05,1.904214e-05,3.721075e-05,2.86152e-05,4.609031e-05,3.770248e-05,5.259672e-05,4.464569e-05,5.684653e-05,4.914126e-05,5.853691e-05,5.109861e-05,5.763472e-05,5.040757e-05,5.421518e-05,4.722716e-05,4.835721e-05,4.183062e-05,4.043335e-05,3.471714e-05,3.122056e-05,2.685197e-05,2.229808e-05,1.984321e-05,1.696825e-05,1.519088e-05,1.605895e-05,8.97163e-06,1.587574e-05,4.009379e-05,0.0001431366,0.0001856087,0.0002405556,0.0002935299,0.0002126322,0.0001384322
7.508707e-05,0.0001023244,0.0004242481,0.0004093078,0.0005535561,0.0003634467,0.0001393152,5.471588e-05,6.127625e-05,6.196224e-06,2.540722e-05,2.176102e-05,1.438354e-05,4.543908e-05,3.628637e-05,6.794388e-05,5.87269e-05,8.544514e-05,7.625263e-05,9.792295e-05,8.842466e-05,0.0001052239,9.51827e-05,0.0001069345,9.626585e-05,0.0001030144,9.166317e-05,9.353743e-05,8.182212e-05,7.897524e-05,6.770296e-05,6.085071e-05,5.163273e-05,4.291095e-05,3.889215e-05,3.457418e-05,3.689881e-05,4.120012e-05,3.937344e-05,4.351975e-05,3.248426e-05,0.0001014018,0.0002105336,0.0003373687,0.0003522941,0.0002670088,0.0002706196,0.0001901456
0.0001469094,0.0002005643,0.0001545288,0.0004002473,0.0002926256,0.000357555,0.0002881742,1.644601e-05,1.751253e-05,6.08795e-06,9.332554e-05,9.666031e-05,0.0001636544,0.0001679506,0.0002291099,0.0002349038,0.0002863823,0.0002887729,0.0003297275,0.000327885,0.0003590126,0.0003522767,0.0003732574,0.000361003,0.0003713356,0.0003529235,0.0003524765,0.0003277251,0.0003165379,0.0002859106,0.0002646715,0.0002295227,0.0001999449,0.0001629331,0.0001284878,9.48952e-05,6.459341e-05,4.574961e-05,4.048679e-05,2.515966e-05,2.854449e-05,6.830026e-05,0.0002421088,0.0003154907,0.0004066272,0.0004890357,0.0003573503,0.0002326675
8.779948e-05,0.0001160547,0.0005119125,0.0004831584,0.0006641363,0.0004309246,0.0001577012,6.210151e-05,5.982924e-05,0.0002293483,0.0004372611,0.0006537375,0.0007389617,0.0009175962,0.001014699,0.001180849,0.001265532,0.001399396,0.001459901,0.001559232,0.001593301,0.001657443,0.001662159,0.001688193,0.001660204,0.001645411,0.001582354,0.001525625,0.001427353,0.001329565,0.00119928,0.001065148,0.0009104767,0.0007498182,0.0005855662,0.0004178299,0.0002738578,0.0001493056,0.0001048382,0.000106096,4.570225e-05,0.0001175475,0.0002469434,0.0003989165,0.0004121366,0.000304873,0.0003150845,0.0002230401
0.0001582289,0.000211392,0.0001498221,0.0004159396,0.0002935142,0.0003689278,0.0003076075,1.144335e-05,0.000159506,0.001141598,0.001950146,0.002351146,0.00279086,0.003144067,0.003614813,0.003968414,0.004385884,0.004665948,0.004989601,0.005180314,0.005404514,0.005499911,0.005615765,0.005605656,0.005601893,0.005475691,0.005344504,0.00509745,0.004837151,0.004472354,0.004091498,0.003624245,0.003145192,0.002607093,0.002072925,0.001523084,0.001014232,0.0005582911,0.0002461296,0.0002034055,9.932885e-05,6.346439e-05,0.0002543925,0.0003251536,0.0004255535,0.0005182761,0.0003748097,0.0002427233
8.961724e-05,0.0001127828,0.0005297632,0.0004941312,0.0006886912,0.0004449576,0.0001580963,5.466141e-05,0.0007654043,0.002939329,0.003940229,0.00486652,0.005397062,0.006234475,0.006880152,0.007701393,0.008291761,0.008959566,0.009406482,0.009890606,0.01017504,0.01046597,0.01056875,0.01064711,0.01054535,0.01039123,0.01006795,0.009672016,0.009123637,0.008490633,0.007733535,0.006890884,0.005967423,0.004972727,0.003964456,0.002924906,0.001978812,0.001075628,0.0004373957,0.000388661,0.0003261869,0.0001112391,0.0002519432,0.0004099208,0.0004181604,0.0003073313,0.0003194329,0.0002292273
0.0001611455,0.00020869,0.0001582687,0.0004297297,0.000312059,0.0003824428,0.0003072831,8.194974e-05,0.00234105,0.005184109,0.006783227,0.007854574,0.008804703,0.009801225,0.010892,0.0119063,0.01290566,0.0137312,0.0145064,0.01508621,0.01560822,0.01592207,0.01616155,0.01617889,0.01610081,0.01578935,0.01536787,0.01471269,0.01394132,0.01295059,0.0118528,0.01056837,0.009205871,0.007715407,0.006206004,0.004668774,0.00321951,0.00188232,0.0007795086,0.0002729752,0.000479228,0.0001153307,0.0002592125,0.0003384478,0.0004330841,0.0005332352,0.0003797273,0.0002500282
9.074441e-05,0.0001100386,0.000539862,0.0005154795,0.0007070555,0.0004829054,0.0001454573,0.0008580551,0.004345989,0.008178577,0.01000822,0.01151949,0.01254924,0.01396168,0.01518803,0.01662011,0.01775868,0.01894285,0.01981172,0.02066561,0.02121826,0.02171079,0.02190443,0.02199312,0.02177894,0.02141936,0.02076164,0.01993418,0.01882492,0.01754155,0.01601477,0.01433262,0.01247266,0.01051094,0.008475942,0.006444713,0.004503157,0.002715947,0.001207278,0.0002017524,0.0006263108,0.0005966826,0.0002509829,0.0004364029,0.000420683,0.00033139,0.0003239009,0.0002464518
