NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.554355e-10,2.013026e-11,4.347149e-10,-1.093976e-10,1.268465e-10,3.609966e-11,9.014041e-11,-1.625754e-10,-1.058856e-10,-1.152713e-10,-4.746683e-11,-8.54524e-11,5.549857e-11,-2.217379e-10,1.547074e-10,-7.921113e-12,4.510301e-11,1.37806e-10,-1.187153e-10,-3.032581e-11,-4.490156e-11,-2.339489e-11,1.244601e-10,-7.504655e-11,5.265997e-11,-9.431259e-12,-2.11449e-10,-8.509689e-11,-9.993516e-11,-6.985983e-11,9.514482e-12,-1.519449e-10,5.53574e-11,-3.521539e-10,3.32609e-11,6.585149e-11,-8.46551e-12,1.351575e-10,-6.812558e-11,6.483497e-11,2.978984e-10,2.201167e-10,-2.348618e-10,1.754102e-10,3.115187e-10,2.845143e-11,-3.075148e-10,-1.321207e-10,-1.153665e-10,-3.880986e-11,1.590138e-10,-3.411094e-11,8.87504e-11,4.608789e-10,4.006403e-10,-4.873219e-11,-8.413869e-12,3.70893e-11,-3.79853e-11,-1.805986e-10,-1.490664e-10,-3.133524e-11,1.879221e-10,-9.867006e-11,1.66658e-10,-3.114807e-10,7.920716e-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.679357e-06,1.627623e-06,2.262737e-06,3.306895e-06,3.702123e-06,4.158185e-06,4.044563e-06,4.163724e-06,3.885477e-06,3.929686e-06,3.642464e-06,3.693375e-06,3.434794e-06,3.50603e-06,3.275003e-06,3.356578e-06,3.138291e-06,3.221757e-06,3.014872e-06,3.102529e-06,2.906979e-06,2.994132e-06,2.802071e-06,2.88532e-06,2.698387e-06,2.781242e-06,2.600751e-06,2.68081e-06,2.501962e-06,2.57763e-06,2.402524e-06,2.476625e-06,2.306017e-06,2.37619e-06,2.206525e-06,2.271245e-06,2.10357e-06,2.163839e-06,1.997331e-06,2.050854e-06,1.883202e-06,1.928773e-06,1.75998e-06,1.797366e-06,1.626781e-06,1.654386e-06,1.480762e-06,1.497373e-06,1.320003e-06,1.324772e-06,1.142552e-06,1.133788e-06,9.46378e-07,9.232007e-07,7.308062e-07,6.934409e-07,4.982758e-07,4.50107e-07,2.588501e-07,2.0712e-07,2.823609e-08,-1.863059e-08,-1.727182e-07,-1.981766e-07,-3.256717e-07,-5.431471e-07,-1.684129e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.05085e-06,5.581631e-06,9.192308e-06,1.19355e-05,1.461988e-05,1.526576e-05,1.595903e-05,1.535185e-05,1.533419e-05,1.448195e-05,1.439707e-05,1.362686e-05,1.36095e-05,1.293414e-05,1.29679e-05,1.236465e-05,1.243344e-05,1.188512e-05,1.196959e-05,1.144951e-05,1.153655e-05,1.104205e-05,1.113359e-05,1.066278e-05,1.075059e-05,1.028923e-05,1.036852e-05,9.920675e-06,9.997695e-06,9.564925e-06,9.634796e-06,9.208155e-06,9.267439e-06,8.849003e-06,8.900017e-06,8.488463e-06,8.525066e-06,8.1122e-06,8.130142e-06,7.715243e-06,7.71264e-06,7.292122e-06,7.263605e-06,6.832496e-06,6.774932e-06,6.331667e-06,6.241803e-06,5.782501e-06,5.654958e-06,5.175942e-06,5.006694e-06,4.505167e-06,4.29022e-06,3.764085e-06,3.501874e-06,2.955615e-06,2.652527e-06,2.101463e-06,1.777697e-06,1.252087e-06,9.374901e-07,4.764293e-07,2.12774e-07,-1.100519e-07,-3.171416e-07,-1.276571e-06,-5.307785e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.304311e-05,1.171747e-05,1.76258e-05,2.48101e-05,2.906716e-05,3.186799e-05,3.206389e-05,3.217121e-05,3.093269e-05,3.043247e-05,2.905835e-05,2.863329e-05,2.743379e-05,2.717417e-05,2.614058e-05,2.598883e-05,2.50449e-05,2.495096e-05,2.40756e-05,2.402758e-05,2.320924e-05,2.318436e-05,2.238906e-05,2.236902e-05,2.159658e-05,2.158525e-05,2.083689e-05,2.082576e-05,2.00848e-05,2.00673e-05,1.933829e-05,1.931876e-05,1.860148e-05,1.857093e-05,1.785031e-05,1.780032e-05,1.707521e-05,1.70028e-05,1.626692e-05,1.616059e-05,1.540033e-05,1.525125e-05,1.446255e-05,1.426536e-05,1.344176e-05,1.318772e-05,1.232037e-05,1.200101e-05,1.108311e-05,1.068966e-05,9.712558e-06,9.23653e-06,8.194663e-06,7.630269e-06,6.522962e-06,5.874442e-06,4.716526e-06,4.011294e-06,2.847959e-06,2.139937e-06,1.034408e-06,3.971239e-07,-5.505854e-07,-9.588179e-07,-1.702632e-06,-3.427701e-06,-1.167403e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.090221e-05,1.718689e-05,2.840655e-05,3.837668e-05,4.73245e-05,5.056529e-05,5.277192e-05,5.153023e-05,5.11473e-05,4.88743e-05,4.815417e-05,4.604189e-05,4.551653e-05,4.368343e-05,4.334145e-05,4.17304e-05,4.151644e-05,4.007291e-05,3.993453e-05,3.858965e-05,3.848995e-05,3.722839e-05,3.715941e-05,3.596824e-05,3.590696e-05,3.475005e-05,3.468309e-05,3.356519e-05,3.349936e-05,3.24203e-05,3.234319e-05,3.127948e-05,3.118071e-05,3.013286e-05,3.00109e-05,2.897084e-05,2.880847e-05,2.775349e-05,2.753635e-05,2.64589e-05,2.617661e-05,2.506384e-05,2.470008e-05,2.353659e-05,2.308052e-05,2.185852e-05,2.129796e-05,2.000411e-05,1.932294e-05,1.794409e-05,1.712891e-05,1.56551e-05,1.469322e-05,1.311702e-05,1.200425e-05,1.033738e-05,9.092822e-06,7.379132e-06,6.063569e-06,4.390795e-06,3.097598e-06,1.59669e-06,4.976479e-07,-5.238693e-07,-1.292126e-06,-4.107863e-06,-1.626457e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.548173e-05,2.331222e-05,3.70629e-05,5.410978e-05,6.581682e-05,7.335331e-05,7.518863e-05,7.572864e-05,7.356232e-05,7.223558e-05,6.9441e-05,6.811235e-05,6.559755e-05,6.459789e-05,6.242596e-05,6.168422e-05,5.972964e-05,5.915633e-05,5.73766e-05,5.693993e-05,5.530616e-05,5.495801e-05,5.340188e-05,5.310133e-05,5.161258e-05,5.13546e-05,4.992737e-05,4.969071e-05,4.8289e-05,4.805579e-05,4.668048e-05,4.644947e-05,4.509287e-05,4.484205e-05,4.347139e-05,4.317923e-05,4.17846e-05,4.143747e-05,4.000042e-05,3.95717e-05,3.806192e-05,3.752948e-05,3.593343e-05,3.528159e-05,3.358223e-05,3.27907e-05,3.096713e-05,3.001576e-05,2.805011e-05,2.69182e-05,2.479086e-05,2.345956e-05,2.115705e-05,1.96137e-05,1.713266e-05,1.538486e-05,1.27519e-05,1.08505e-05,8.149013e-06,6.197206e-06,3.556647e-06,1.737167e-06,-5.38379e-07,-1.695216e-06,-3.22091e-06,-6.552284e-06,-2.249248e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.118021e-05,2.712827e-05,4.880791e-05,7.15098e-05,9.253016e-05,0.0001027532,0.0001090218,0.0001083722,0.0001079415,0.0001041208,0.0001023407,9.839024e-05,9.677836e-05,9.325574e-05,9.198759e-05,8.889761e-05,8.792782e-05,8.520196e-05,8.445413e-05,8.198228e-05,8.139126e-05,7.913652e-05,7.867242e-05,7.659731e-05,7.620851e-05,7.424121e-05,7.389102e-05,7.202206e-05,7.170413e-05,6.991766e-05,6.959877e-05,6.784479e-05,6.749506e-05,6.575986e-05,6.536172e-05,6.361865e-05,6.313276e-05,6.13341e-05,6.072568e-05,5.884713e-05,5.808753e-05,5.609767e-05,5.515157e-05,5.301661e-05,5.185749e-05,4.955639e-05,4.815663e-05,4.565981e-05,4.398623e-05,4.126604e-05,3.929093e-05,3.6326e-05,3.40255e-05,3.080032e-05,2.816442e-05,2.469377e-05,2.174643e-05,1.808945e-05,1.491297e-05,1.119542e-05,7.946474e-06,4.454977e-06,1.649834e-06,-6.336285e-07,-2.085218e-06,-6.149122e-06,-2.421112e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.202517e-05,3.281285e-05,6.17988e-05,0.0001017654,0.0001345161,0.0001566124,0.0001658422,0.0001693129,0.0001668826,0.0001641996,0.0001590095,0.0001554652,0.0001503447,0.000147244,0.000142722,0.000140184,0.0001361879,0.000134129,0.0001306102,0.0001289749,0.000125873,0.0001245666,0.0001217531,0.0001206813,0.0001181032,0.0001172181,0.0001148291,0.0001140651,0.0001117796,0.0001110773,0.0001088628,0.0001081857,0.0001059987,0.0001052846,0.0001030478,0.0001022354,9.990423e-05,9.894416e-05,9.646402e-05,9.529189e-05,9.259385e-05,9.115292e-05,8.819362e-05,8.643921e-05,8.317371e-05,8.105749e-05,7.743673e-05,7.491124e-05,7.089174e-05,6.791143e-05,6.345061e-05,5.997694e-05,5.504557e-05,5.105247e-05,4.563815e-05,4.112862e-05,3.525455e-05,3.027812e-05,2.402997e-05,1.87045e-05,1.228449e-05,7.050927e-06,1.445969e-06,-1.804238e-06,-4.445403e-06,-8.320148e-06,-2.821338e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.256911e-05,3.544036e-05,3.889627e-05,9.209488e-05,0.0001623134,0.0002296043,0.0002706644,0.0002942662,0.000299636,0.0003000234,0.0002928969,0.0002871471,0.00027789,0.0002716686,0.0002629822,0.0002575389,0.0002499247,0.0002454225,0.0002388763,0.0002352348,0.0002295833,0.0002266672,0.0002217923,0.0002194766,0.0002152374,0.0002133626,0.0002095686,0.0002079962,0.0002045479,0.0002031819,0.0001999749,0.0001986921,0.0001955794,0.0001942626,0.0001911495,0.0001896973,0.0001864729,0.0001847607,0.0001812895,0.000179202,0.0001753851,0.0001728186,0.0001685521,0.0001654017,0.0001605858,0.0001567649,0.0001513229,0.0001467463,0.0001405922,0.0001351713,0.0001282274,0.0001218886,0.0001140962,0.0001067826,9.81017e-05,8.97827e-05,8.021587e-05,7.08949e-05,6.047669e-05,5.019944e-05,3.904301e-05,2.807247e-05,1.698797e-05,7.314186e-06,3.144235e-07,-3.010355e-06,-6.931255e-06,-2.682102e-05,-7.207434e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.504248e-05,3.437293e-05,5.635613e-05,0.0001597912,0.0003142682,0.0004528087,0.0005452665,0.0005916723,0.0006090122,0.0006069986,0.0005974706,0.0005821128,0.0005672001,0.0005505222,0.0005363612,0.0005213349,0.0005091808,0.0004961992,0.0004861219,0.0004751511,0.0004669937,0.0004578266,0.0004512958,0.0004435578,0.0004383078,0.0004317045,0.0004274362,0.0004216863,0.0004181039,0.000412887,0.0004097113,0.0004047898,0.000401774,0.0003969007,0.0003937781,0.0003886642,0.0003851706,0.0003795788,0.0003754713,0.0003691606,0.0003641924,0.0003569124,0.0003508571,0.0003424077,0.0003350718,0.0003252678,0.0003164686,0.0003051274,0.0002946876,0.0002816418,0.0002694018,0.0002545051,0.0002403401,0.0002234939,0.0002073255,0.0001884762,0.0001702784,0.0001494049,0.0001291625,0.0001062562,8.40249e-05,5.948094e-05,3.678511e-05,1.48009e-05,3.779505e-07,-6.923024e-06,-9.535986e-06,-2.934486e-05,-7.555537e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
